"U:0","U:1","U:2","Points:0","Points:1","Points:2"
12.963,7.46047,-6.29519,0.102177,0.156723,0.09
15.9308,2.73846,2.64844,0.101623,0.157277,0.09
17.1192,9.68155,-14.2262,0.104389,0.156721,0.09
15.665,11.3449,-9.75431,0.103835,0.157275,0.09
15.6397,15.7759,-17.5835,0.106602,0.15672,0.09
16.9379,12.7693,-16.782,0.106047,0.157274,0.09
24.1136,-1.99699,-8.94657,0.108814,0.156718,0.09
23.3354,-1.39673,-9.12653,0.10826,0.157272,0.09
23.4711,-8.84745,-3.08063,0.111027,0.156717,0.09
19.6571,-8.398,-1.27075,0.110473,0.157271,0.09
21.5894,5.42755,6.75334,0.11324,0.156716,0.09
19.0771,3.71585,5.1074,0.112685,0.157269,0.09
18.0502,5.92274,3.65218,0.115453,0.156714,0.09
21.4318,3.78523,4.77291,0.114899,0.157268,0.09
19.0682,1.03493,0.448502,0.117666,0.156713,0.09
20.9692,3.06408,1.79551,0.117112,0.157267,0.09
27.17,-6.99924,3.86381,0.11988,0.156712,0.09
28.8079,-6.15398,0.618317,0.119326,0.157266,0.09
32.1901,-2.69487,2.00942,0.122094,0.156711,0.09
31.5372,-3.49485,3.42157,0.121539,0.157264,0.09
34.8783,-5.91977,2.54323,0.124307,0.156709,0.09
33.4169,-3.71604,2.56718,0.123753,0.157263,0.09
34.9874,1.21473,0.49602,0.0373146,0.159008,0.09
35.0415,1.42825,0.44263,0.0367644,0.159559,0.09
34.7272,1.48495,0.876908,0.0395187,0.159015,0.09
34.6872,1.46967,0.809294,0.0389686,0.159567,0.09
34.4977,1.8406,0.533983,0.0417231,0.159022,0.09
34.5903,1.60806,0.566026,0.0411731,0.159574,0.09
34.1963,2.68582,1.00302,0.0439279,0.15903,0.09
34.4467,2.56621,0.884777,0.043378,0.159581,0.09
34.0433,3.00374,0.659947,0.0461334,0.159037,0.09
34.0366,2.93335,1.07035,0.0455836,0.159588,0.09
33.9391,3.90866,0.860321,0.0483689,0.159089,0.09
33.8403,3.61178,1.03015,0.0478187,0.15964,0.09
34.2025,5.38012,1.34493,0.0505918,0.159115,0.09
34.0094,4.90842,0.896378,0.0500384,0.159662,0.09
34.4767,6.77538,1.07169,0.0528679,0.159186,0.09
34.553,6.30564,0.825424,0.0523165,0.159735,0.09
35.5933,8.08432,1.183,0.0551276,0.159224,0.09
35.9741,7.37756,1.4028,0.0545668,0.159768,0.09
37.6136,8.7474,1.52056,0.0574185,0.159262,0.09
37.6233,8.01732,1.546,0.0568562,0.159808,0.09
39.9239,8.52031,1.29496,0.0597447,0.159284,0.09
39.4093,7.97405,1.73786,0.059162,0.159832,0.09
41.6717,7.44481,1.82494,0.062081,0.159271,0.09
41.2003,7.30069,1.59444,0.061509,0.159825,0.09
42.5526,6.40102,2.70118,0.0643608,0.159245,0.09
42.6232,6.62747,2.19625,0.0637865,0.159805,0.09
43.7897,3.69866,2.67711,0.0666651,0.159187,0.09
43.2343,4.37778,2.73886,0.066101,0.159746,0.09
43.9431,1.77231,3.27913,0.0689095,0.159154,0.09
42.8028,2.38575,2.56477,0.0683259,0.159732,0.09
41.6969,1.19977,4.3729,0.0711665,0.159096,0.09
41.9346,1.24954,3.6107,0.0706115,0.15965,0.09
38.323,3.38982,4.84828,0.0733769,0.159091,0.09
40.1382,3.00551,4.98133,0.0728226,0.159645,0.09
36.7148,10.6852,3.92583,0.0755876,0.159084,0.09
39.2973,7.32264,4.49661,0.075033,0.159639,0.09
39.1239,15.0618,-0.229359,0.0778041,0.15907,0.09
42.0921,12.2532,0.360374,0.0772439,0.159633,0.09
49.4199,-8.37844,1.83897,0.0800381,0.159026,0.09
50.9357,-3.45242,1.56153,0.07946,0.15962,0.09
43.2661,-12.9577,2.3714,0.0822701,0.15897,0.09
45.5633,-9.9298,1.81218,0.0816937,0.159577,0.09
37.4988,-9.97705,0.742555,0.0844841,0.158954,0.09
38.6801,-9.32244,1.14444,0.0839231,0.15953,0.09
34.0603,-7.01631,0.668965,0.0866946,0.15895,0.09
36.0021,-7.04885,1.01966,0.0861401,0.159506,0.09
32.7652,-3.14211,1.72844,0.0889049,0.158948,0.09
33.6367,-3.61212,-0.198312,0.0883509,0.159502,0.09
34.0946,1.27422,3.77672,0.0911155,0.158946,0.09
32.8434,0.08084,1.3684,0.0905615,0.1595,0.09
35.8295,0.990499,6.84377,0.0933264,0.158944,0.09
37.003,1.65732,4.59181,0.0927723,0.159498,0.09
35.3555,2.79739,10.2325,0.0955375,0.158942,0.09
38.7015,-1.91081,3.70945,0.0949834,0.159496,0.09
27.4512,-5.5708,6.94141,0.097749,0.15894,0.09
32.6173,-3.97851,6.74587,0.0971948,0.159494,0.09
18.2904,-1.49148,10.9031,0.0999606,0.158939,0.09
22.6116,2.24364,4.49859,0.0994065,0.159493,0.09
20.5687,8.16279,4.76221,0.102173,0.158937,0.09
19.3458,5.2412,10.7691,0.101618,0.159491,0.09
21.8318,15.635,-1.76087,0.104385,0.158935,0.09
23.9692,18.6267,2.86227,0.10383,0.159489,0.09
20.3262,11.0707,-17.1448,0.106597,0.158934,0.09
17.9362,6.98054,-8.98066,0.106043,0.159488,0.09
24.1438,0.25765,-10.7833,0.10881,0.158932,0.09
23.9593,3.64755,-12.9172,0.108255,0.159486,0.09
19.4359,-2.84817,-0.555819,0.111022,0.158931,0.09
21.6537,-4.16145,-4.82828,0.110468,0.159485,0.09
21.489,-0.361062,6.43892,0.113235,0.15893,0.09
24.7878,-1.49463,1.76099,0.112681,0.159484,0.09
23.4795,3.61832,5.85149,0.115449,0.158928,0.09
27.9549,1.47108,5.63155,0.114894,0.159482,0.09
32.5822,-3.83517,1.94572,0.117662,0.158927,0.09
35.2845,-4.13669,0.445195,0.117107,0.159481,0.09
31.797,-4.72548,3.71229,0.119876,0.158926,0.09
33.3343,-5.09605,0.195474,0.119321,0.15948,0.09
32.9955,-3.95841,2.45523,0.122089,0.158925,0.09
33.7469,-2.84953,1.96605,0.121535,0.159479,0.09
34.4156,-6.27314,5.39723,0.124303,0.158924,0.09
33.0502,-6.12311,5.82454,0.123748,0.159477,0.09
35.0139,1.51534,0.510512,0.0373183,0.161221,0.09
34.6387,1.47189,0.319648,0.036768,0.161772,0.09
35.1419,1.70978,0.599503,0.0395231,0.161228,0.09
34.9613,1.72575,0.974909,0.038973,0.16178,0.09
34.8928,1.94297,0.70791,0.0417282,0.161235,0.09
34.6564,1.7012,0.323106,0.0411782,0.161787,0.09
35.1974,2.45974,0.79623,0.043934,0.161242,0.09
34.7006,2.44258,0.482008,0.0433841,0.161793,0.09
35.4229,3.22154,0.67403,0.046168,0.161292,0.09
34.5625,2.87307,0.76397,0.0456178,0.161843,0.09
35.6303,3.99245,1.16243,0.0483849,0.161311,0.09
35.1298,3.75053,0.838819,0.0478342,0.161861,0.09
35.5174,4.8586,0.854095,0.0506619,0.161383,0.09
35.2503,4.45173,1.20281,0.0501092,0.161932,0.09
35.7587,5.77879,0.977622,0.0528771,0.161394,0.09
35.911,5.39917,0.447264,0.0523243,0.161943,0.09
36.806,6.47027,1.08896,0.0551938,0.161455,0.09
36.9075,5.98375,1.33714,0.0546334,0.162002,0.09
37.9665,6.70524,1.86759,0.0574293,0.161466,0.09
38.3498,6.74676,1.56212,0.0568679,0.162014,0.09
39.3147,6.95299,1.62826,0.0597453,0.161484,0.09
39.3627,6.63023,1.95526,0.0591656,0.162033,0.09
40.7473,6.11857,1.51542,0.0620685,0.161474,0.09
40.1563,6.13052,1.40509,0.0615052,0.162027,0.09
41.3823,5.31177,2.02006,0.0643361,0.161456,0.09
41.333,5.8054,1.69207,0.0637798,0.162008,0.09
42.3113,3.84062,2.26445,0.0666329,0.16141,0.09
42.1288,4.11379,2.16368,0.0660095,0.161998,0.09
42.3451,2.37772,2.10947,0.0688713,0.161387,0.09
41.9156,3.27094,2.63243,0.0683159,0.16194,0.09
41.6602,2.55168,2.92551,0.0711386,0.16133,0.09
41.7415,2.40278,2.49293,0.0705345,0.16193,0.09
41.5078,3.4422,3.50709,0.0733696,0.161301,0.09
41.0301,2.76953,2.2975,0.0728147,0.161854,0.09
42.7885,4.26365,3.35678,0.0755805,0.161295,0.09
41.6953,3.23789,3.29451,0.0750259,0.161849,0.09
45.7983,3.09432,2.57517,0.0777913,0.16129,0.09
44.3447,3.51031,2.68989,0.077237,0.161844,0.09
46.1539,-2.60102,2.35458,0.0800022,0.161285,0.09
45.2322,-1.35741,1.93785,0.0794479,0.161839,0.09
43.1712,-5.22696,1.86174,0.0822133,0.16128,0.09
43.3224,-4.03966,1.94232,0.081659,0.161834,0.09
39.2827,-5.93232,1.02207,0.0844246,0.161275,0.09
40.233,-4.42275,1.4655,0.0838703,0.161829,0.09
36.9746,-4.7305,0.612547,0.0866392,0.161266,0.09
37.8624,-4.16719,1.45542,0.0860817,0.161824,0.09
35.8622,-3.3929,0.443814,0.0888868,0.161197,0.09
36.9834,-2.42291,1.04162,0.0882966,0.161815,0.09
35.788,-2.11804,-0.477918,0.0911084,0.161165,0.09
36.7783,-0.793459,1.85533,0.0905254,0.161785,0.09
36.0501,0.731512,2.85778,0.0933208,0.161158,0.09
36.3486,1.18222,5.28963,0.0927612,0.161729,0.09
34.7157,5.79139,10.6006,0.0955322,0.161156,0.09
35.1706,0.625605,6.87682,0.0949774,0.161712,0.09
35.4011,-1.67873,6.29611,0.0977437,0.161154,0.09
37.4574,-1.78332,2.58689,0.0971894,0.161708,0.09
20.7333,3.71066,2.67024,0.0999555,0.161153,0.09
28.6916,9.32691,6.24252,0.0994012,0.161706,0.09
25.8634,3.29743,2.12129,0.102167,0.161151,0.09
26.6459,-1.93698,3.14112,0.101613,0.161705,0.09
32.1998,16.9674,3.89683,0.10438,0.161149,0.09
27.1258,14.9132,10.2099,0.103825,0.161703,0.09
25.1322,6.62585,-6.64223,0.106592,0.161148,0.09
28.8443,10.4308,-0.37116,0.106038,0.161702,0.09
23.141,2.19491,-3.69117,0.108805,0.161146,0.09
25.9916,6.95714,-0.531139,0.10825,0.1617,0.09
26.6185,-5.40351,0.293642,0.111018,0.161145,0.09
26.8639,-2.20213,1.73167,0.110463,0.161699,0.09
31.3637,-5.2816,0.837705,0.113231,0.161144,0.09
32.0232,-5.30474,0.995235,0.112676,0.161698,0.09
35.2393,-3.63016,1.48022,0.115444,0.161142,0.09
34.1728,-4.64167,1.3628,0.114889,0.161696,0.09
34.5458,-4.86993,1.00499,0.117657,0.161141,0.09
35.8202,-4.85119,0.605202,0.117103,0.161695,0.09
34.0077,-4.36615,0.762919,0.119871,0.16114,0.09
34.2454,-4.69212,2.07232,0.119317,0.161694,0.09
32.738,-2.60564,3.26985,0.122085,0.161139,0.09
33.4082,-3.06649,4.14828,0.12153,0.161693,0.09
33.9897,-1.60692,5.13728,0.123742,0.162245,0.09
33.6917,-2.01977,5.35266,0.123744,0.161692,0.09
34.6851,1.92087,0.0852988,0.0367702,0.162879,0.09
35.2383,1.25373,0.403011,0.0373227,0.163434,0.09
35.3548,1.66693,0.566279,0.0367726,0.163986,0.09
35.5869,1.70543,0.522902,0.0395281,0.163441,0.09
35.7788,1.53252,0.857968,0.0389781,0.163992,0.09
35.2433,1.73799,0.896879,0.041734,0.163447,0.09
35.7451,1.69835,0.734291,0.041184,0.163999,0.09
34.8845,3.10181,0.374904,0.0439667,0.163495,0.09
35.2836,2.54036,0.614414,0.0434128,0.164041,0.09
35.0247,2.93027,1.22742,0.0462061,0.163539,0.09
35.365,2.99043,0.851292,0.0456552,0.164089,0.09
34.9384,4.01832,0.42788,0.0484544,0.163581,0.09
35.4817,3.48228,0.685235,0.0478982,0.164128,0.09
35.5809,4.16833,1.54597,0.0506689,0.163592,0.09
35.7395,4.40303,1.16307,0.0501173,0.164142,0.09
36.3175,4.77701,0.752495,0.0529782,0.163651,0.09
36.4708,4.11529,1.25452,0.052413,0.164195,0.09
36.5878,5.45647,1.0706,0.0552007,0.16366,0.09
36.498,5.00638,1.36672,0.0546477,0.164209,0.09
38.0642,5.6128,1.17342,0.0574574,0.163674,0.09
37.7657,5.18271,0.997098,0.0568738,0.164216,0.09
38.8169,5.41062,1.59291,0.0597483,0.163685,0.09
38.6715,5.30978,1.45643,0.0591749,0.164234,0.09
39.754,5.58541,1.21829,0.062065,0.163675,0.09
39.2965,5.20541,1.12136,0.0614997,0.164228,0.09
40.8105,4.41978,1.44653,0.0643312,0.163658,0.09
40.4989,4.26885,1.59663,0.0637749,0.16421,0.09
41.3209,3.87636,1.67789,0.0665477,0.163654,0.09
40.7764,3.80779,1.76427,0.0659923,0.164206,0.09
41.9786,3.11613,2.53855,0.0688597,0.163596,0.09
41.4164,3.21463,1.83506,0.0682422,0.164186,0.09
41.8699,2.46988,2.18114,0.0710779,0.163587,0.09
41.2313,2.26372,2.14437,0.0705225,0.16414,0.09
41.694,2.29591,2.27754,0.0733576,0.163515,0.09
41.371,2.1796,2.00899,0.0727587,0.164116,0.09
42.3106,2.19155,2.03265,0.0755729,0.163505,0.09
42.0452,1.84844,1.95938,0.075018,0.164059,0.09
43.2393,0.986538,2.35478,0.0777844,0.1635,0.09
42.6497,1.04023,1.95616,0.0772296,0.164054,0.09
43.1669,-0.954174,2.32828,0.0799958,0.163496,0.09
42.925,-0.199634,2.45695,0.0794412,0.164049,0.09
41.7093,-2.77987,1.47817,0.0822072,0.163491,0.09
41.9606,-2.02453,1.46418,0.0816527,0.164045,0.09
39.8772,-3.17545,1.57975,0.0844187,0.163486,0.09
40.2154,-2.53046,1.33034,0.0838643,0.16404,0.09
38.6374,-2.99844,1.3756,0.0866304,0.163482,0.09
39.0991,-2.72128,1.40558,0.086076,0.164036,0.09
37.5075,-2.10368,0.96609,0.0888423,0.163477,0.09
38.0019,-1.49933,1.90429,0.0882879,0.164031,0.09
37.4993,-0.958138,1.14807,0.0910544,0.163473,0.09
37.1391,-0.780953,2.06943,0.0905,0.164027,0.09
37.3793,-0.0909402,2.12381,0.0932677,0.163467,0.09
36.5526,-0.0862458,2.47603,0.0927122,0.164023,0.09
35.8197,2.67842,4.22626,0.095489,0.163451,0.09
36.0441,1.15336,3.10616,0.0949248,0.164019,0.09
35.8304,1.52942,2.57864,0.0977102,0.163433,0.09
37.8039,1.4869,3.28304,0.0971386,0.164013,0.09
38.7161,5.99272,5.46694,0.099944,0.163385,0.09
38.0516,3.7265,6.21944,0.0993613,0.163995,0.09
35.2068,3.33142,0.163892,0.102161,0.163367,0.09
36.7746,-3.22916,2.22479,0.101601,0.163938,0.09
29.1913,10.6243,12.1637,0.104374,0.163363,0.09
29.1851,8.18369,7.94261,0.103815,0.163932,0.09
32.8358,5.28987,2.03473,0.106587,0.163362,0.09
31.0214,9.22421,2.51809,0.106032,0.163917,0.09
33.7205,11.4501,8.32302,0.1088,0.16336,0.09
35.9213,12.0915,6.33961,0.108245,0.163914,0.09
32.1094,-2.38662,3.24173,0.111012,0.163359,0.09
32.8928,1.18131,4.12234,0.110458,0.163913,0.09
34.828,-5.83277,0.572519,0.113226,0.163358,0.09
34.8748,-6.58131,1.17555,0.112671,0.163912,0.09
35.1628,-4.62904,0.819948,0.115439,0.163356,0.09
35.7142,-5.71432,0.429898,0.114884,0.16391,0.09
35.3251,-4.12195,0.993038,0.117652,0.163355,0.09
35.7651,-4.82778,0.475934,0.117098,0.163909,0.09
34.7925,-4.08526,1.31898,0.119866,0.163354,0.09
35.0365,-3.57767,2.2666,0.119312,0.163908,0.09
35.0222,-1.7188,2.64505,0.122633,0.163353,0.09
33.8969,-2.24273,3.21746,0.12208,0.163353,0.09
33.1891,-1.6884,3.84156,0.121525,0.163907,0.09
35.379,2.14052,0.467118,0.0395337,0.165653,0.09
35.4947,2.15812,0.412333,0.0389836,0.166205,0.09
35.6698,2.03007,0.852561,0.041758,0.165689,0.09
36.0868,1.7604,0.627584,0.0412069,0.166239,0.09
35.821,2.48433,0.913884,0.0440024,0.16574,0.09
36.2085,2.20413,0.972252,0.0434479,0.166287,0.09
35.8824,3.0213,0.833069,0.0462384,0.165773,0.09
35.6823,2.83012,0.604306,0.0456746,0.166311,0.09
35.8492,3.21331,0.32614,0.0484627,0.165791,0.09
36.0681,3.01491,0.62881,0.0479111,0.166341,0.09
36.2712,3.8528,0.515392,0.0507049,0.165819,0.09
36.3579,4.07089,0.930295,0.0501501,0.166367,0.09
36.9021,4.35136,1.174,0.0529888,0.165858,0.09
36.6574,3.81628,1.0595,0.0524359,0.166407,0.09
37.5254,4.29901,0.764824,0.0552052,0.165862,0.09
37.4172,4.40866,0.656722,0.0546522,0.166411,0.09
38.3262,4.75123,0.819798,0.0574607,0.165875,0.09
37.9014,4.65014,1.20497,0.0568782,0.166417,0.09
38.7609,4.9703,1.40203,0.0597473,0.165886,0.09
38.7242,4.89061,1.41195,0.0591514,0.166431,0.09
39.1166,4.58998,1.1338,0.0620618,0.165876,0.09
38.967,3.97707,0.999565,0.0614969,0.166429,0.09
40.113,3.91873,1.69241,0.0643263,0.16586,0.09
39.8842,3.95252,1.62265,0.06377,0.166411,0.09
40.8624,2.5715,1.25081,0.0665428,0.165856,0.09
40.9131,3.04035,1.09337,0.0659876,0.166408,0.09
41.0523,2.63604,2.02049,0.0687652,0.165849,0.09
41.66,3.00558,1.7649,0.0682038,0.166404,0.09
40.7127,2.27185,1.72178,0.0710704,0.165794,0.09
40.7599,2.65643,1.67608,0.0705097,0.16635,0.09
40.9608,1.83859,1.80356,0.0732877,0.165785,0.09
40.7452,2.02494,1.81736,0.072729,0.166341,0.09
41.432,1.25575,1.74436,0.0755643,0.165715,0.09
41.2218,1.59309,2.01228,0.0749916,0.166289,0.09
41.5146,0.616938,1.83124,0.0777766,0.16571,0.09
41.3892,0.772194,1.82636,0.0772216,0.166263,0.09
41.3336,-0.421837,1.64442,0.0799886,0.165706,0.09
41.1908,0.00672557,1.82403,0.0794337,0.166259,0.09
41.0089,-1.15554,1.4282,0.0822004,0.165701,0.09
41.0898,-0.783934,1.55395,0.0816457,0.166255,0.09
39.7978,-1.74791,1.00844,0.0844123,0.165697,0.09
40.1034,-1.60522,1.19047,0.0838577,0.166251,0.09
38.5842,-1.5951,1.23754,0.0866243,0.165693,0.09
38.8122,-1.52111,1.04856,0.0860697,0.166246,0.09
38.2038,-1.12984,1.5933,0.0888365,0.165688,0.09
38.6794,-1.00657,1.74785,0.0882819,0.166242,0.09
37.9668,-0.646476,1.88638,0.0910488,0.165684,0.09
37.827,-1.09828,1.51497,0.0904942,0.166238,0.09
38.1198,-0.562875,1.43207,0.0932612,0.16568,0.09
38.0496,-0.542802,1.51212,0.0927067,0.166234,0.09
37.7642,0.555778,2.5137,0.0954739,0.165676,0.09
37.6951,0.885445,2.06086,0.0949193,0.16623,0.09
38.2454,2.90085,3.06629,0.0976867,0.165673,0.09
37.3157,1.80776,2.67073,0.0971321,0.166226,0.09
38.3525,3.46809,2.86159,0.0998997,0.165669,0.09
37.2925,1.22388,2.48101,0.0993451,0.166223,0.09
36.6236,0.905687,1.57709,0.102113,0.165665,0.09
36.7254,-0.524473,2.08483,0.101558,0.166219,0.09
26.746,15.6371,0.507098,0.104327,0.165661,0.09
30.9876,11.925,-0.606801,0.103772,0.166216,0.09
39.3039,3.82184,3.24697,0.106541,0.165658,0.09
40.0785,1.3646,2.04575,0.105985,0.166213,0.09
43.264,13.723,1.68254,0.108763,0.165642,0.09
46.9527,11.9426,1.58134,0.1082,0.166208,0.09
39.0875,-2.32521,-0.139235,0.110977,0.165639,0.09
40.8611,1.82009,0.0939035,0.110413,0.166205,0.09
37.8116,-5.78431,0.276732,0.113211,0.165598,0.09
38.9982,-4.9454,1.06541,0.112629,0.1662,0.09
36.4773,-3.98483,1.04281,0.115429,0.165586,0.09
37.2756,-3.92341,0.695492,0.11485,0.166187,0.09
36.0189,-3.37475,1.15543,0.117643,0.165585,0.09
36.648,-3.25721,1.35364,0.117064,0.166185,0.09
35.7038,-3.05537,1.86598,0.119856,0.165583,0.09
35.9359,-2.34443,1.67221,0.119278,0.166183,0.09
34.8405,-2.32252,2.18044,0.122074,0.165567,0.09
35.6294,-1.30076,2.16346,0.121519,0.166124,0.09
36.3454,1.60343,0.65822,0.0395464,0.167877,0.09
36.2958,1.64616,0.731295,0.0389944,0.168426,0.09
35.9933,1.71533,0.39052,0.0417917,0.167934,0.09
36.4204,2.17224,0.410829,0.0412407,0.168485,0.09
35.9953,2.889,0.981223,0.0440159,0.167958,0.09
35.9833,2.37175,0.568214,0.0434609,0.168504,0.09
36.1865,2.67321,0.741361,0.0462563,0.167991,0.09
36.3503,2.41142,0.685712,0.0457047,0.168541,0.09
36.1559,2.9672,0.606064,0.0484722,0.168002,0.09
36.336,2.82078,0.823916,0.0479181,0.16855,0.09
36.637,3.54622,0.818901,0.0507767,0.168056,0.09
36.5969,3.50571,1.19122,0.0502236,0.168605,0.09
37.1728,4.04164,0.827619,0.0529932,0.16806,0.09
37.0591,3.43271,0.718093,0.0524402,0.16861,0.09
37.3389,3.79773,0.744391,0.0552099,0.168064,0.09
37.5608,3.23718,0.555923,0.0546568,0.168613,0.09
38.0009,3.73131,0.866918,0.0574639,0.168076,0.09
37.9442,3.86095,1.13475,0.0568826,0.168618,0.09
38.6027,3.89734,1.36995,0.0597407,0.168086,0.09
38.3961,4.08396,1.21065,0.0591472,0.168631,0.09
38.9339,3.70686,1.10004,0.0620587,0.168077,0.09
38.7493,3.59328,1.12926,0.0615011,0.168628,0.09
39.6581,3.06302,1.39788,0.0643214,0.168062,0.09
39.3929,3.15234,1.38346,0.0637651,0.168613,0.09
40.6134,2.92818,1.23132,0.0665381,0.168059,0.09
40.1131,2.55997,0.821388,0.0659828,0.16861,0.09
40.7169,2.31679,1.38528,0.0687544,0.168055,0.09
40.4003,2.01398,1.55199,0.0681992,0.168607,0.09
40.804,2.34958,1.12315,0.0710017,0.168036,0.09
40.5212,2.52941,1.17284,0.0704171,0.168601,0.09
40.8127,1.51085,1.74717,0.0732771,0.167994,0.09
40.5098,1.26191,1.50029,0.0727214,0.168547,0.09
40.8989,1.3937,1.72179,0.075512,0.167972,0.09
40.5206,1.71712,1.48045,0.0749361,0.168542,0.09
40.8775,0.0331905,1.32165,0.0777683,0.167919,0.09
40.8332,0.338834,1.4461,0.0772119,0.168474,0.09
41.0209,-0.183396,1.72113,0.0799807,0.167915,0.09
40.5925,-0.0795319,1.30896,0.0794255,0.168469,0.09
40.3689,-1.05501,1.52559,0.082193,0.167911,0.09
40.4267,-0.731722,1.46826,0.081638,0.168465,0.09
39.4861,-0.710596,1.36205,0.0844053,0.167907,0.09
39.9981,-0.498145,1.51931,0.0838504,0.168461,0.09
39.1021,-0.742373,1.07402,0.0866177,0.167903,0.09
39.2655,-0.676271,1.12491,0.0860628,0.168456,0.09
38.4005,-0.648597,1.23285,0.0888301,0.167899,0.09
38.534,-0.864368,1.05571,0.0882753,0.168453,0.09
38.1812,-0.718946,1.44429,0.0910427,0.167895,0.09
38.0441,-0.639271,1.29055,0.0904879,0.168449,0.09
37.9609,-0.372563,2.0625,0.0932553,0.167891,0.09
38.1183,-0.31345,1.70287,0.0927006,0.168445,0.09
38.0387,0.326494,1.36287,0.0954682,0.167887,0.09
38.1001,0.322048,1.52178,0.0949135,0.168441,0.09
38.1027,0.860151,2.0512,0.0976812,0.167884,0.09
38.1841,0.581638,1.59962,0.0971265,0.168438,0.09
38.2189,1.4149,1.88509,0.0998943,0.16788,0.09
38.2796,1.07003,1.75578,0.0993396,0.168434,0.09
37.6539,0.592536,1.28314,0.102108,0.167877,0.09
38.2996,0.700587,1.39945,0.101553,0.168431,0.09
39.3479,3.4228,0.197683,0.104321,0.167874,0.09
38.6036,2.90821,1.15055,0.103766,0.168427,0.09
36.6319,0.782637,2.23598,0.106535,0.167871,0.09
37.1735,0.522395,2.28192,0.10598,0.168424,0.09
38.3078,7.85326,1.59098,0.108748,0.167868,0.09
38.1727,5.90579,2.76652,0.108194,0.168421,0.09
41.7906,-1.95385,0.66898,0.110962,0.167865,0.09
41.8807,-0.722291,1.0303,0.110408,0.168418,0.09
38.9732,-2.89208,0.736138,0.113176,0.167862,0.09
39.4157,-2.48008,0.916972,0.112622,0.168415,0.09
37.6135,-2.89212,0.551989,0.115391,0.167859,0.09
38.2918,-2.77896,0.522622,0.114836,0.168413,0.09
36.8768,-2.02304,1.49494,0.117605,0.167857,0.09
36.9579,-2.34887,1.09821,0.11705,0.16841,0.09
36.0939,-1.81623,1.0951,0.11982,0.167853,0.09
36.6122,-1.76666,1.26991,0.119265,0.168408,0.09
36.446,-1.10602,1.91446,0.121514,0.168336,0.09
36.7482,1.64818,0.402116,0.0418055,0.170154,0.09
36.6133,1.95464,0.498564,0.0412542,0.170704,0.09
35.9068,2.38794,0.769489,0.044049,0.170191,0.09
36.1455,1.82329,0.548848,0.0434962,0.17074,0.09
36.9285,2.15744,0.775057,0.0462616,0.1702,0.09
36.7003,2.18083,0.717629,0.0457097,0.17075,0.09
36.5097,2.51628,0.689781,0.0485593,0.170252,0.09
36.603,2.74367,0.629886,0.0480062,0.170801,0.09
36.6884,3.3114,0.736261,0.0507812,0.170259,0.09
36.5564,3.18158,0.877764,0.0502282,0.170808,0.09
37.2197,3.31108,0.886703,0.0529977,0.170263,0.09
37.3564,3.51359,0.856669,0.0524447,0.170812,0.09
37.7542,3.24337,0.790229,0.0552146,0.170265,0.09
37.587,2.89521,0.69762,0.0546615,0.170815,0.09
38.2713,3.42573,0.836833,0.0574672,0.170277,0.09
38.0486,3.24351,0.780495,0.056887,0.17082,0.09
38.7352,3.29974,0.889793,0.0597423,0.170286,0.09
38.5499,3.46112,0.938459,0.0591497,0.170832,0.09
38.8828,3.22498,1.05161,0.0620562,0.170278,0.09
38.7295,3.29365,1.18072,0.0614994,0.170829,0.09
39.4612,2.99851,1.32372,0.0643164,0.170264,0.09
39.1077,2.73855,1.28408,0.0637601,0.170815,0.09
39.6425,2.3795,1.03903,0.0665333,0.170261,0.09
39.481,2.11038,0.7409,0.0659779,0.170812,0.09
39.872,2.02809,1.28868,0.0687498,0.170258,0.09
39.8095,1.9943,1.24759,0.0681946,0.170809,0.09
40.1953,1.98944,1.21739,0.070966,0.170253,0.09
39.9424,2.10669,0.945901,0.0704109,0.170805,0.09
40.4473,1.0972,1.28829,0.0732553,0.170211,0.09
40.6247,1.41635,1.21854,0.0726433,0.170793,0.09
40.2615,1.17286,1.50315,0.075484,0.170196,0.09
40.2807,1.32937,1.33867,0.0749287,0.170748,0.09
40.2324,0.45433,1.51447,0.0777497,0.17014,0.09
40.0304,0.49901,1.33909,0.077155,0.170734,0.09
39.9488,0.0936833,0.965045,0.0799723,0.170124,0.09
39.9686,0.487989,1.02191,0.0794169,0.170677,0.09
39.7336,-0.479791,0.632131,0.0821851,0.170121,0.09
39.7311,-0.253036,0.7809,0.0816298,0.170674,0.09
39.9432,-0.523881,0.7544,0.0843978,0.170117,0.09
39.9555,-0.628245,0.653417,0.0838426,0.17067,0.09
39.2905,-0.494837,1.35135,0.0866105,0.170113,0.09
39.457,-0.604561,1.32178,0.0860554,0.170666,0.09
38.5319,-0.548829,1.38162,0.0888232,0.170109,0.09
38.7439,-0.539067,1.30725,0.0882682,0.170663,0.09
38.3552,-0.675884,1.12265,0.0910361,0.170105,0.09
38.5054,-0.606716,0.992716,0.0904811,0.170659,0.09
38.4405,-0.397946,0.693974,0.093249,0.170102,0.09
38.6372,-0.416877,0.801912,0.0926941,0.170655,0.09
38.431,0.103735,1.01594,0.095462,0.170098,0.09
38.493,0.0850337,1.03996,0.0949072,0.170652,0.09
38.3177,0.265509,1.25815,0.0976752,0.170095,0.09
38.4581,-0.0606319,1.18216,0.0971204,0.170648,0.09
38.0526,0.874356,1.41664,0.0998885,0.170091,0.09
